dataset,analyzer,ngram_range,dim_reduction_name,cv,model_name,features,accuracy,roc_auc,tfidf
bikewale,char,"(1, 1)",SVD_30,"FixedSizeSplit(n_splits=7, n_test=500, n_train=500, random_state=42)",GradientBoostingClassifier,all,0.836,0.8356444314698585,True
bikewale,char,"(1, 1)",SVD_30,"FixedSizeSplit(n_splits=7, n_test=500, n_train=500, random_state=42)",GradientBoostingClassifier,all,0.854,0.8538777606574217,True
bikewale,char,"(1, 1)",SVD_30,"FixedSizeSplit(n_splits=7, n_test=500, n_train=500, random_state=42)",GradientBoostingClassifier,all,0.854,0.8539999999999999,True
bikewale,char,"(1, 1)",SVD_30,"FixedSizeSplit(n_splits=7, n_test=500, n_train=500, random_state=42)",GradientBoostingClassifier,all,0.84,0.8400454407270516,True
bikewale,char,"(1, 1)",SVD_30,"FixedSizeSplit(n_splits=7, n_test=500, n_train=500, random_state=42)",GradientBoostingClassifier,all,0.84,0.8387319311418073,True
bikewale,char,"(1, 1)",SVD_30,"FixedSizeSplit(n_splits=7, n_test=500, n_train=500, random_state=42)",GradientBoostingClassifier,all,0.894,0.8916575156643628,True
bikewale,char,"(1, 1)",SVD_30,"FixedSizeSplit(n_splits=7, n_test=500, n_train=500, random_state=42)",GradientBoostingClassifier,all,0.852,0.8543556804496186,True
bikewale,char,"(1, 1)",SVD_30,"FixedSizeSplit(n_splits=7, n_test=500, n_train=500, random_state=42)",GradientBoostingClassifier,all,0.846,0.8460159911772815,False
bikewale,char,"(1, 1)",SVD_30,"FixedSizeSplit(n_splits=7, n_test=500, n_train=500, random_state=42)",GradientBoostingClassifier,all,0.846,0.8460772984078069,False
bikewale,char,"(1, 1)",SVD_30,"FixedSizeSplit(n_splits=7, n_test=500, n_train=500, random_state=42)",GradientBoostingClassifier,all,0.844,0.8439999999999999,False
bikewale,char,"(1, 1)",SVD_30,"FixedSizeSplit(n_splits=7, n_test=500, n_train=500, random_state=42)",GradientBoostingClassifier,all,0.816,0.8161090577449239,False
bikewale,char,"(1, 1)",SVD_30,"FixedSizeSplit(n_splits=7, n_test=500, n_train=500, random_state=42)",GradientBoostingClassifier,all,0.854,0.8528741717604402,False
bikewale,char,"(1, 1)",SVD_30,"FixedSizeSplit(n_splits=7, n_test=500, n_train=500, random_state=42)",GradientBoostingClassifier,all,0.886,0.88435824559137,False
bikewale,char,"(1, 1)",SVD_30,"FixedSizeSplit(n_splits=7, n_test=500, n_train=500, random_state=42)",GradientBoostingClassifier,all,0.836,0.8366118024889603,False
bikewale,char,"(1, 1)",SVD_30,"FixedSizeSplit(n_splits=7, n_test=500, n_train=1000, random_state=42)",GradientBoostingClassifier,all,0.864,0.8647255031502279,True
bikewale,char,"(1, 1)",SVD_30,"FixedSizeSplit(n_splits=7, n_test=500, n_train=1000, random_state=42)",GradientBoostingClassifier,all,0.876,0.8755507137249876,True
bikewale,char,"(1, 1)",SVD_30,"FixedSizeSplit(n_splits=7, n_test=500, n_train=1000, random_state=42)",GradientBoostingClassifier,all,0.856,0.8563607085346215,True
bikewale,char,"(1, 1)",SVD_30,"FixedSizeSplit(n_splits=7, n_test=500, n_train=1000, random_state=42)",GradientBoostingClassifier,all,0.838,0.8382936507936508,True
bikewale,char,"(1, 1)",SVD_30,"FixedSizeSplit(n_splits=7, n_test=500, n_train=1000, random_state=42)",GradientBoostingClassifier,all,0.86,0.8602336928608114,True
bikewale,char,"(1, 1)",SVD_30,"FixedSizeSplit(n_splits=7, n_test=500, n_train=1000, random_state=42)",GradientBoostingClassifier,all,0.846,0.8414141414141414,True
bikewale,char,"(1, 1)",SVD_30,"FixedSizeSplit(n_splits=7, n_test=500, n_train=1000, random_state=42)",GradientBoostingClassifier,all,0.868,0.8672822159775191,True
bikewale,char,"(1, 1)",SVD_30,"FixedSizeSplit(n_splits=7, n_test=500, n_train=1000, random_state=42)",GradientBoostingClassifier,all,0.842,0.8444303001981986,False
bikewale,char,"(1, 1)",SVD_30,"FixedSizeSplit(n_splits=7, n_test=500, n_train=1000, random_state=42)",GradientBoostingClassifier,all,0.858,0.857599448885756,False
bikewale,char,"(1, 1)",SVD_30,"FixedSizeSplit(n_splits=7, n_test=500, n_train=1000, random_state=42)",GradientBoostingClassifier,all,0.84,0.8402576489533011,False
bikewale,char,"(1, 1)",SVD_30,"FixedSizeSplit(n_splits=7, n_test=500, n_train=1000, random_state=42)",GradientBoostingClassifier,all,0.822,0.8222926267281105,False
bikewale,char,"(1, 1)",SVD_30,"FixedSizeSplit(n_splits=7, n_test=500, n_train=1000, random_state=42)",GradientBoostingClassifier,all,0.866,0.8659155110426296,False
bikewale,char,"(1, 1)",SVD_30,"FixedSizeSplit(n_splits=7, n_test=500, n_train=1000, random_state=42)",GradientBoostingClassifier,all,0.864,0.8606060606060606,False
bikewale,char,"(1, 1)",SVD_30,"FixedSizeSplit(n_splits=7, n_test=500, n_train=1000, random_state=42)",GradientBoostingClassifier,all,0.858,0.8576073865917302,False
bikewale,char,"(1, 1)",SVD_30,"FixedSizeSplit(n_splits=7, n_test=500, n_train=2000, random_state=42)",GradientBoostingClassifier,all,0.874,0.873909982559721,True
bikewale,char,"(1, 1)",SVD_30,"FixedSizeSplit(n_splits=7, n_test=500, n_train=2000, random_state=42)",GradientBoostingClassifier,all,0.86,0.8613973685916132,True
bikewale,char,"(1, 1)",SVD_30,"FixedSizeSplit(n_splits=7, n_test=500, n_train=2000, random_state=42)",GradientBoostingClassifier,all,0.88,0.8793291082517125,True
bikewale,char,"(1, 1)",SVD_30,"FixedSizeSplit(n_splits=7, n_test=500, n_train=2000, random_state=42)",GradientBoostingClassifier,all,0.886,0.8859581753308053,True
bikewale,char,"(1, 1)",SVD_30,"FixedSizeSplit(n_splits=7, n_test=500, n_train=2000, random_state=42)",GradientBoostingClassifier,all,0.88,0.8800300804812876,True
bikewale,char,"(1, 1)",SVD_30,"FixedSizeSplit(n_splits=7, n_test=500, n_train=2000, random_state=42)",GradientBoostingClassifier,all,0.854,0.8537385570706101,True
bikewale,char,"(1, 1)",SVD_30,"FixedSizeSplit(n_splits=7, n_test=500, n_train=2000, random_state=42)",GradientBoostingClassifier,all,0.892,0.8908582089552239,True
bikewale,char,"(1, 1)",SVD_30,"FixedSizeSplit(n_splits=7, n_test=500, n_train=2000, random_state=42)",GradientBoostingClassifier,all,0.886,0.8859261748187972,False
bikewale,char,"(1, 1)",SVD_30,"FixedSizeSplit(n_splits=7, n_test=500, n_train=2000, random_state=42)",GradientBoostingClassifier,all,0.87,0.871297556549355,False
bikewale,char,"(1, 1)",SVD_30,"FixedSizeSplit(n_splits=7, n_test=500, n_train=2000, random_state=42)",GradientBoostingClassifier,all,0.874,0.8736156456052748,False
bikewale,char,"(1, 1)",SVD_30,"FixedSizeSplit(n_splits=7, n_test=500, n_train=2000, random_state=42)",GradientBoostingClassifier,all,0.884,0.8839821437142995,False
bikewale,char,"(1, 1)",SVD_30,"FixedSizeSplit(n_splits=7, n_test=500, n_train=2000, random_state=42)",GradientBoostingClassifier,all,0.892,0.8919822717163474,False
bikewale,char,"(1, 1)",SVD_30,"FixedSizeSplit(n_splits=7, n_test=500, n_train=2000, random_state=42)",GradientBoostingClassifier,all,0.864,0.8637731259202356,False
bikewale,char,"(1, 1)",SVD_30,"FixedSizeSplit(n_splits=7, n_test=500, n_train=2000, random_state=42)",GradientBoostingClassifier,all,0.904,0.9029207411219763,False
bikewale,char,"(1, 1)",SVD_30,"FixedSizeSplit(n_splits=7, n_test=500, n_train=3000, random_state=42)",GradientBoostingClassifier,all,0.878,0.877766398361364,True
bikewale,char,"(1, 1)",SVD_30,"FixedSizeSplit(n_splits=7, n_test=500, n_train=3000, random_state=42)",GradientBoostingClassifier,all,0.892,0.8919891114135718,True
bikewale,char,"(1, 1)",SVD_30,"FixedSizeSplit(n_splits=7, n_test=500, n_train=3000, random_state=42)",GradientBoostingClassifier,all,0.878,0.8775698831396377,True
bikewale,char,"(1, 1)",SVD_30,"FixedSizeSplit(n_splits=7, n_test=500, n_train=3000, random_state=42)",GradientBoostingClassifier,all,0.89,0.8903619090341082,True
bikewale,char,"(1, 1)",SVD_30,"FixedSizeSplit(n_splits=7, n_test=500, n_train=3000, random_state=42)",GradientBoostingClassifier,all,0.89,0.890073535301751,True
bikewale,char,"(1, 1)",SVD_30,"FixedSizeSplit(n_splits=7, n_test=500, n_train=3000, random_state=42)",GradientBoostingClassifier,all,0.884,0.8832727214469953,True
bikewale,char,"(1, 1)",SVD_30,"FixedSizeSplit(n_splits=7, n_test=500, n_train=3000, random_state=42)",GradientBoostingClassifier,all,0.874,0.8730604794158621,True
bikewale,char,"(1, 1)",SVD_30,"FixedSizeSplit(n_splits=7, n_test=500, n_train=3000, random_state=42)",GradientBoostingClassifier,all,0.878,0.877862412187355,False
bikewale,char,"(1, 1)",SVD_30,"FixedSizeSplit(n_splits=7, n_test=500, n_train=3000, random_state=42)",GradientBoostingClassifier,all,0.87,0.8685754099423165,False
bikewale,char,"(1, 1)",SVD_30,"FixedSizeSplit(n_splits=7, n_test=500, n_train=3000, random_state=42)",GradientBoostingClassifier,all,0.888,0.8869331790197875,False
bikewale,char,"(1, 1)",SVD_30,"FixedSizeSplit(n_splits=7, n_test=500, n_train=3000, random_state=42)",GradientBoostingClassifier,all,0.882,0.8822073407135649,False
bikewale,char,"(1, 1)",SVD_30,"FixedSizeSplit(n_splits=7, n_test=500, n_train=3000, random_state=42)",GradientBoostingClassifier,all,0.894,0.8943670997612906,False
bikewale,char,"(1, 1)",SVD_30,"FixedSizeSplit(n_splits=7, n_test=500, n_train=3000, random_state=42)",GradientBoostingClassifier,all,0.886,0.8859241577083901,False
bikewale,char,"(1, 1)",SVD_30,"FixedSizeSplit(n_splits=7, n_test=500, n_train=3000, random_state=42)",GradientBoostingClassifier,all,0.868,0.8672239035403756,False
bikewale,char,"(1, 1)",SVD_30,"FixedSizeSplit(n_splits=7, n_test=500, n_train=4000, random_state=42)",GradientBoostingClassifier,all,0.862,0.8616852916478264,True
bikewale,char,"(1, 1)",SVD_30,"FixedSizeSplit(n_splits=7, n_test=500, n_train=4000, random_state=42)",GradientBoostingClassifier,all,0.894,0.8943670997612907,True
bikewale,char,"(1, 1)",SVD_30,"FixedSizeSplit(n_splits=7, n_test=500, n_train=4000, random_state=42)",GradientBoostingClassifier,all,0.892,0.8920915295062224,True
bikewale,char,"(1, 1)",SVD_30,"FixedSizeSplit(n_splits=7, n_test=500, n_train=4000, random_state=42)",GradientBoostingClassifier,all,0.89,0.8895416024653312,True
bikewale,char,"(1, 1)",SVD_30,"FixedSizeSplit(n_splits=7, n_test=500, n_train=4000, random_state=42)",GradientBoostingClassifier,all,0.874,0.874549127110085,True
bikewale,char,"(1, 1)",SVD_30,"FixedSizeSplit(n_splits=7, n_test=500, n_train=4000, random_state=42)",GradientBoostingClassifier,all,0.86,0.8591101694915254,True
bikewale,char,"(1, 1)",SVD_30,"FixedSizeSplit(n_splits=7, n_test=500, n_train=4000, random_state=42)",GradientBoostingClassifier,all,0.876,0.8775394942795824,True
bikewale,char,"(1, 1)",SVD_30,"FixedSizeSplit(n_splits=7, n_test=500, n_train=4000, random_state=42)",GradientBoostingClassifier,all,0.872,0.8719720948259156,False
bikewale,char,"(1, 1)",SVD_30,"FixedSizeSplit(n_splits=7, n_test=500, n_train=4000, random_state=42)",GradientBoostingClassifier,all,0.886,0.8865009051731043,False
bikewale,char,"(1, 1)",SVD_30,"FixedSizeSplit(n_splits=7, n_test=500, n_train=4000, random_state=42)",GradientBoostingClassifier,all,0.894,0.8937374548374147,False
bikewale,char,"(1, 1)",SVD_30,"FixedSizeSplit(n_splits=7, n_test=500, n_train=4000, random_state=42)",GradientBoostingClassifier,all,0.89,0.890215716486903,False
bikewale,char,"(1, 1)",SVD_30,"FixedSizeSplit(n_splits=7, n_test=500, n_train=4000, random_state=42)",GradientBoostingClassifier,all,0.876,0.8762884945254011,False
bikewale,char,"(1, 1)",SVD_30,"FixedSizeSplit(n_splits=7, n_test=500, n_train=4000, random_state=42)",GradientBoostingClassifier,all,0.86,0.859784283513097,False
bikewale,char,"(1, 1)",SVD_30,"FixedSizeSplit(n_splits=7, n_test=500, n_train=4000, random_state=42)",GradientBoostingClassifier,all,0.89,0.8918445724613125,False
bikewale,char,"(1, 1)",SVD_30,"FixedSizeSplit(n_splits=7, n_test=500, n_train=5000, random_state=42)",GradientBoostingClassifier,all,0.9,0.8996398559423768,True
bikewale,char,"(1, 1)",SVD_30,"FixedSizeSplit(n_splits=7, n_test=500, n_train=5000, random_state=42)",GradientBoostingClassifier,all,0.88,0.8799347105983262,True
bikewale,char,"(1, 1)",SVD_30,"FixedSizeSplit(n_splits=7, n_test=500, n_train=5000, random_state=42)",GradientBoostingClassifier,all,0.898,0.897362982425223,True
bikewale,char,"(1, 1)",SVD_30,"FixedSizeSplit(n_splits=7, n_test=500, n_train=5000, random_state=42)",GradientBoostingClassifier,all,0.898,0.8991971095945404,True
bikewale,char,"(1, 1)",SVD_30,"FixedSizeSplit(n_splits=7, n_test=500, n_train=5000, random_state=42)",GradientBoostingClassifier,all,0.878,0.8780737704918034,True
bikewale,char,"(1, 1)",SVD_30,"FixedSizeSplit(n_splits=7, n_test=500, n_train=5000, random_state=42)",GradientBoostingClassifier,all,0.886,0.8870707070707071,True
bikewale,char,"(1, 1)",SVD_30,"FixedSizeSplit(n_splits=7, n_test=500, n_train=5000, random_state=42)",GradientBoostingClassifier,all,0.898,0.8981053271671121,True
bikewale,char,"(1, 1)",SVD_30,"FixedSizeSplit(n_splits=7, n_test=500, n_train=5000, random_state=42)",GradientBoostingClassifier,all,0.896,0.8954781912765105,False
bikewale,char,"(1, 1)",SVD_30,"FixedSizeSplit(n_splits=7, n_test=500, n_train=5000, random_state=42)",GradientBoostingClassifier,all,0.864,0.863788385527516,False
bikewale,char,"(1, 1)",SVD_30,"FixedSizeSplit(n_splits=7, n_test=500, n_train=5000, random_state=42)",GradientBoostingClassifier,all,0.892,0.8914272897675387,False
bikewale,char,"(1, 1)",SVD_30,"FixedSizeSplit(n_splits=7, n_test=500, n_train=5000, random_state=42)",GradientBoostingClassifier,all,0.896,0.8980329185066238,False
bikewale,char,"(1, 1)",SVD_30,"FixedSizeSplit(n_splits=7, n_test=500, n_train=5000, random_state=42)",GradientBoostingClassifier,all,0.87,0.8703573258196722,False
bikewale,char,"(1, 1)",SVD_30,"FixedSizeSplit(n_splits=7, n_test=500, n_train=5000, random_state=42)",GradientBoostingClassifier,all,0.9,0.901010101010101,False
bikewale,char,"(1, 1)",SVD_30,"FixedSizeSplit(n_splits=7, n_test=500, n_train=5000, random_state=42)",GradientBoostingClassifier,all,0.894,0.8939607303451698,False
bikewale,char,"(1, 1)",SVD_30,"FixedSizeSplit(n_splits=7, n_test=500, n_train=500, random_state=42)",GradientBoostingClassifier,text_only,0.744,0.7438005806127248,True
bikewale,char,"(1, 1)",SVD_30,"FixedSizeSplit(n_splits=7, n_test=500, n_train=500, random_state=42)",GradientBoostingClassifier,text_only,0.712,0.708397534668721,True
bikewale,char,"(1, 1)",SVD_30,"FixedSizeSplit(n_splits=7, n_test=500, n_train=500, random_state=42)",GradientBoostingClassifier,text_only,0.75,0.7500000000000001,True
bikewale,char,"(1, 1)",SVD_30,"FixedSizeSplit(n_splits=7, n_test=500, n_train=500, random_state=42)",GradientBoostingClassifier,text_only,0.744,0.7440439047024753,True
bikewale,char,"(1, 1)",SVD_30,"FixedSizeSplit(n_splits=7, n_test=500, n_train=500, random_state=42)",GradientBoostingClassifier,text_only,0.72,0.7181980074120422,True
bikewale,char,"(1, 1)",SVD_30,"FixedSizeSplit(n_splits=7, n_test=500, n_train=500, random_state=42)",GradientBoostingClassifier,text_only,0.762,0.7603675473160649,True
bikewale,char,"(1, 1)",SVD_30,"FixedSizeSplit(n_splits=7, n_test=500, n_train=500, random_state=42)",GradientBoostingClassifier,text_only,0.754,0.7510638297872342,True
bikewale,char,"(1, 1)",SVD_30,"FixedSizeSplit(n_splits=7, n_test=500, n_train=500, random_state=42)",GradientBoostingClassifier,text_only,0.74,0.7378647075041762,False
bikewale,char,"(1, 1)",SVD_30,"FixedSizeSplit(n_splits=7, n_test=500, n_train=500, random_state=42)",GradientBoostingClassifier,text_only,0.738,0.735939907550077,False
bikewale,char,"(1, 1)",SVD_30,"FixedSizeSplit(n_splits=7, n_test=500, n_train=500, random_state=42)",GradientBoostingClassifier,text_only,0.756,0.7560000000000001,False
bikewale,char,"(1, 1)",SVD_30,"FixedSizeSplit(n_splits=7, n_test=500, n_train=500, random_state=42)",GradientBoostingClassifier,text_only,0.734,0.7340997455959296,False
bikewale,char,"(1, 1)",SVD_30,"FixedSizeSplit(n_splits=7, n_test=500, n_train=500, random_state=42)",GradientBoostingClassifier,text_only,0.722,0.7215590957950297,False
bikewale,char,"(1, 1)",SVD_30,"FixedSizeSplit(n_splits=7, n_test=500, n_train=500, random_state=42)",GradientBoostingClassifier,text_only,0.748,0.7475938246883276,False
bikewale,char,"(1, 1)",SVD_30,"FixedSizeSplit(n_splits=7, n_test=500, n_train=500, random_state=42)",GradientBoostingClassifier,text_only,0.72,0.7168205539943798,False
bikewale,char,"(1, 1)",SVD_30,"FixedSizeSplit(n_splits=7, n_test=500, n_train=1000, random_state=42)",GradientBoostingClassifier,text_only,0.796,0.7965806732303131,True
bikewale,char,"(1, 1)",SVD_30,"FixedSizeSplit(n_splits=7, n_test=500, n_train=1000, random_state=42)",GradientBoostingClassifier,text_only,0.716,0.7140454028420833,True
bikewale,char,"(1, 1)",SVD_30,"FixedSizeSplit(n_splits=7, n_test=500, n_train=1000, random_state=42)",GradientBoostingClassifier,text_only,0.724,0.721256038647343,True
bikewale,char,"(1, 1)",SVD_30,"FixedSizeSplit(n_splits=7, n_test=500, n_train=1000, random_state=42)",GradientBoostingClassifier,text_only,0.75,0.7500640040962622,True
bikewale,char,"(1, 1)",SVD_30,"FixedSizeSplit(n_splits=7, n_test=500, n_train=1000, random_state=42)",GradientBoostingClassifier,text_only,0.728,0.729616076014381,True
bikewale,char,"(1, 1)",SVD_30,"FixedSizeSplit(n_splits=7, n_test=500, n_train=1000, random_state=42)",GradientBoostingClassifier,text_only,0.752,0.7438383838383839,True
bikewale,char,"(1, 1)",SVD_30,"FixedSizeSplit(n_splits=7, n_test=500, n_train=1000, random_state=42)",GradientBoostingClassifier,text_only,0.734,0.7307507025291048,True
bikewale,char,"(1, 1)",SVD_30,"FixedSizeSplit(n_splits=7, n_test=500, n_train=1000, random_state=42)",GradientBoostingClassifier,text_only,0.78,0.780128587312074,False
bikewale,char,"(1, 1)",SVD_30,"FixedSizeSplit(n_splits=7, n_test=500, n_train=1000, random_state=42)",GradientBoostingClassifier,text_only,0.742,0.740295422868037,False
bikewale,char,"(1, 1)",SVD_30,"FixedSizeSplit(n_splits=7, n_test=500, n_train=1000, random_state=42)",GradientBoostingClassifier,text_only,0.748,0.7460547504025765,False
bikewale,char,"(1, 1)",SVD_30,"FixedSizeSplit(n_splits=7, n_test=500, n_train=1000, random_state=42)",GradientBoostingClassifier,text_only,0.774,0.773809523809524,False
bikewale,char,"(1, 1)",SVD_30,"FixedSizeSplit(n_splits=7, n_test=500, n_train=1000, random_state=42)",GradientBoostingClassifier,text_only,0.74,0.7409797123780175,False
bikewale,char,"(1, 1)",SVD_30,"FixedSizeSplit(n_splits=7, n_test=500, n_train=1000, random_state=42)",GradientBoostingClassifier,text_only,0.742,0.7327272727272728,False
bikewale,char,"(1, 1)",SVD_30,"FixedSizeSplit(n_splits=7, n_test=500, n_train=1000, random_state=42)",GradientBoostingClassifier,text_only,0.756,0.7531914893617021,False
bikewale,char,"(1, 1)",SVD_30,"FixedSizeSplit(n_splits=7, n_test=500, n_train=2000, random_state=42)",GradientBoostingClassifier,text_only,0.788,0.7882206115297845,True
bikewale,char,"(1, 1)",SVD_30,"FixedSizeSplit(n_splits=7, n_test=500, n_train=2000, random_state=42)",GradientBoostingClassifier,text_only,0.782,0.7812722794737184,True
bikewale,char,"(1, 1)",SVD_30,"FixedSizeSplit(n_splits=7, n_test=500, n_train=2000, random_state=42)",GradientBoostingClassifier,text_only,0.788,0.7871135010562704,True
bikewale,char,"(1, 1)",SVD_30,"FixedSizeSplit(n_splits=7, n_test=500, n_train=2000, random_state=42)",GradientBoostingClassifier,text_only,0.762,0.7622281956511304,True
bikewale,char,"(1, 1)",SVD_30,"FixedSizeSplit(n_splits=7, n_test=500, n_train=2000, random_state=42)",GradientBoostingClassifier,text_only,0.778,0.7779084465351446,True
bikewale,char,"(1, 1)",SVD_30,"FixedSizeSplit(n_splits=7, n_test=500, n_train=2000, random_state=42)",GradientBoostingClassifier,text_only,0.774,0.7726297932270662,True
bikewale,char,"(1, 1)",SVD_30,"FixedSizeSplit(n_splits=7, n_test=500, n_train=2000, random_state=42)",GradientBoostingClassifier,text_only,0.802,0.8002444673185796,True
bikewale,char,"(1, 1)",SVD_30,"FixedSizeSplit(n_splits=7, n_test=500, n_train=2000, random_state=42)",GradientBoostingClassifier,text_only,0.798,0.798132770124322,False
bikewale,char,"(1, 1)",SVD_30,"FixedSizeSplit(n_splits=7, n_test=500, n_train=2000, random_state=42)",GradientBoostingClassifier,text_only,0.792,0.7907187763302871,False
bikewale,char,"(1, 1)",SVD_30,"FixedSizeSplit(n_splits=7, n_test=500, n_train=2000, random_state=42)",GradientBoostingClassifier,text_only,0.782,0.7814000384098329,False
bikewale,char,"(1, 1)",SVD_30,"FixedSizeSplit(n_splits=7, n_test=500, n_train=2000, random_state=42)",GradientBoostingClassifier,text_only,0.778,0.7782444519112306,False
bikewale,char,"(1, 1)",SVD_30,"FixedSizeSplit(n_splits=7, n_test=500, n_train=2000, random_state=42)",GradientBoostingClassifier,text_only,0.778,0.7779404470471527,False
bikewale,char,"(1, 1)",SVD_30,"FixedSizeSplit(n_splits=7, n_test=500, n_train=2000, random_state=42)",GradientBoostingClassifier,text_only,0.764,0.762851289930222,False
bikewale,char,"(1, 1)",SVD_30,"FixedSizeSplit(n_splits=7, n_test=500, n_train=2000, random_state=42)",GradientBoostingClassifier,text_only,0.784,0.7788214101904272,False
bikewale,char,"(1, 1)",SVD_30,"FixedSizeSplit(n_splits=7, n_test=500, n_train=3000, random_state=42)",GradientBoostingClassifier,text_only,0.806,0.8055640012161752,True
bikewale,char,"(1, 1)",SVD_30,"FixedSizeSplit(n_splits=7, n_test=500, n_train=3000, random_state=42)",GradientBoostingClassifier,text_only,0.81,0.8082668999935186,True
bikewale,char,"(1, 1)",SVD_30,"FixedSizeSplit(n_splits=7, n_test=500, n_train=3000, random_state=42)",GradientBoostingClassifier,text_only,0.788,0.7845557859542525,True
bikewale,char,"(1, 1)",SVD_30,"FixedSizeSplit(n_splits=7, n_test=500, n_train=3000, random_state=42)",GradientBoostingClassifier,text_only,0.78,0.7784168282093594,True
bikewale,char,"(1, 1)",SVD_30,"FixedSizeSplit(n_splits=7, n_test=500, n_train=3000, random_state=42)",GradientBoostingClassifier,text_only,0.808,0.8057322289687436,True
bikewale,char,"(1, 1)",SVD_30,"FixedSizeSplit(n_splits=7, n_test=500, n_train=3000, random_state=42)",GradientBoostingClassifier,text_only,0.798,0.7950704112529839,True
bikewale,char,"(1, 1)",SVD_30,"FixedSizeSplit(n_splits=7, n_test=500, n_train=3000, random_state=42)",GradientBoostingClassifier,text_only,0.78,0.7774735392547758,True
bikewale,char,"(1, 1)",SVD_30,"FixedSizeSplit(n_splits=7, n_test=500, n_train=3000, random_state=42)",GradientBoostingClassifier,text_only,0.816,0.8157814725320447,False
bikewale,char,"(1, 1)",SVD_30,"FixedSizeSplit(n_splits=7, n_test=500, n_train=3000, random_state=42)",GradientBoostingClassifier,text_only,0.802,0.7978968176809903,False
bikewale,char,"(1, 1)",SVD_30,"FixedSizeSplit(n_splits=7, n_test=500, n_train=3000, random_state=42)",GradientBoostingClassifier,text_only,0.77,0.7660622719454758,False
bikewale,char,"(1, 1)",SVD_30,"FixedSizeSplit(n_splits=7, n_test=500, n_train=3000, random_state=42)",GradientBoostingClassifier,text_only,0.778,0.7754770182156074,False
bikewale,char,"(1, 1)",SVD_30,"FixedSizeSplit(n_splits=7, n_test=500, n_train=3000, random_state=42)",GradientBoostingClassifier,text_only,0.804,0.8025921594386324,False
bikewale,char,"(1, 1)",SVD_30,"FixedSizeSplit(n_splits=7, n_test=500, n_train=3000, random_state=42)",GradientBoostingClassifier,text_only,0.794,0.7913535942581587,False
bikewale,char,"(1, 1)",SVD_30,"FixedSizeSplit(n_splits=7, n_test=500, n_train=3000, random_state=42)",GradientBoostingClassifier,text_only,0.784,0.7814766777153288,False
bikewale,char,"(1, 1)",SVD_30,"FixedSizeSplit(n_splits=7, n_test=500, n_train=4000, random_state=42)",GradientBoostingClassifier,text_only,0.786,0.7811026419481945,True
bikewale,char,"(1, 1)",SVD_30,"FixedSizeSplit(n_splits=7, n_test=500, n_train=4000, random_state=42)",GradientBoostingClassifier,text_only,0.77,0.7717922427465995,True
bikewale,char,"(1, 1)",SVD_30,"FixedSizeSplit(n_splits=7, n_test=500, n_train=4000, random_state=42)",GradientBoostingClassifier,text_only,0.826,0.8216378964271377,True
bikewale,char,"(1, 1)",SVD_30,"FixedSizeSplit(n_splits=7, n_test=500, n_train=4000, random_state=42)",GradientBoostingClassifier,text_only,0.8,0.7973484848484849,True
bikewale,char,"(1, 1)",SVD_30,"FixedSizeSplit(n_splits=7, n_test=500, n_train=4000, random_state=42)",GradientBoostingClassifier,text_only,0.776,0.7736257394315393,True
bikewale,char,"(1, 1)",SVD_30,"FixedSizeSplit(n_splits=7, n_test=500, n_train=4000, random_state=42)",GradientBoostingClassifier,text_only,0.812,0.8084874165382641,True
bikewale,char,"(1, 1)",SVD_30,"FixedSizeSplit(n_splits=7, n_test=500, n_train=4000, random_state=42)",GradientBoostingClassifier,text_only,0.792,0.7976472866340708,True
bikewale,char,"(1, 1)",SVD_30,"FixedSizeSplit(n_splits=7, n_test=500, n_train=4000, random_state=42)",GradientBoostingClassifier,text_only,0.78,0.7744654738066017,False
bikewale,char,"(1, 1)",SVD_30,"FixedSizeSplit(n_splits=7, n_test=500, n_train=4000, random_state=42)",GradientBoostingClassifier,text_only,0.77,0.7717922427465995,False
bikewale,char,"(1, 1)",SVD_30,"FixedSizeSplit(n_splits=7, n_test=500, n_train=4000, random_state=42)",GradientBoostingClassifier,text_only,0.804,0.8008831794460057,False
bikewale,char,"(1, 1)",SVD_30,"FixedSizeSplit(n_splits=7, n_test=500, n_train=4000, random_state=42)",GradientBoostingClassifier,text_only,0.802,0.799017719568567,False
bikewale,char,"(1, 1)",SVD_30,"FixedSizeSplit(n_splits=7, n_test=500, n_train=4000, random_state=42)",GradientBoostingClassifier,text_only,0.774,0.771710030619279,False
bikewale,char,"(1, 1)",SVD_30,"FixedSizeSplit(n_splits=7, n_test=500, n_train=4000, random_state=42)",GradientBoostingClassifier,text_only,0.792,0.7881997945557268,False
bikewale,char,"(1, 1)",SVD_30,"FixedSizeSplit(n_splits=7, n_test=500, n_train=4000, random_state=42)",GradientBoostingClassifier,text_only,0.814,0.8200206548224169,False
bikewale,char,"(1, 1)",SVD_30,"FixedSizeSplit(n_splits=7, n_test=500, n_train=5000, random_state=42)",GradientBoostingClassifier,text_only,0.79,0.7912364945978392,True
bikewale,char,"(1, 1)",SVD_30,"FixedSizeSplit(n_splits=7, n_test=500, n_train=5000, random_state=42)",GradientBoostingClassifier,text_only,0.802,0.8029076186970924,True
bikewale,char,"(1, 1)",SVD_30,"FixedSizeSplit(n_splits=7, n_test=500, n_train=5000, random_state=42)",GradientBoostingClassifier,text_only,0.816,0.8135984235569298,True
