dataset,analyzer,ngram_range,dim_reduction_name,cv,model_name,features,accuracy,roc_auc,tfidf
clear_corpus,word,"(1, 1)",SVD_30,"FixedSizeSplit(n_splits=7, n_test=500, n_train=1000, random_state=42)",GradientBoostingClassifier,text_only,0.636,0.6368947579031613,False
clear_corpus,word,"(1, 1)",SVD_30,"FixedSizeSplit(n_splits=7, n_test=500, n_train=2000, random_state=42)",GradientBoostingClassifier,text_only,0.7,0.6982902151639344,True
clear_corpus,word,"(1, 1)",SVD_30,"FixedSizeSplit(n_splits=7, n_test=500, n_train=2000, random_state=42)",GradientBoostingClassifier,text_only,0.726,0.726,True
clear_corpus,word,"(1, 1)",SVD_30,"FixedSizeSplit(n_splits=7, n_test=500, n_train=2000, random_state=42)",GradientBoostingClassifier,text_only,0.682,0.6841106073471219,True
clear_corpus,word,"(1, 1)",SVD_30,"FixedSizeSplit(n_splits=7, n_test=500, n_train=2000, random_state=42)",GradientBoostingClassifier,text_only,0.672,0.6779388083735909,True
clear_corpus,word,"(1, 1)",SVD_30,"FixedSizeSplit(n_splits=7, n_test=500, n_train=2000, random_state=42)",GradientBoostingClassifier,text_only,0.69,0.6897895870505216,True
clear_corpus,word,"(1, 1)",SVD_30,"FixedSizeSplit(n_splits=7, n_test=500, n_train=2000, random_state=42)",GradientBoostingClassifier,text_only,0.648,0.6481374807987711,True
clear_corpus,word,"(1, 1)",SVD_30,"FixedSizeSplit(n_splits=7, n_test=500, n_train=2000, random_state=42)",GradientBoostingClassifier,text_only,0.682,0.6825722139171528,True
clear_corpus,word,"(1, 1)",SVD_30,"FixedSizeSplit(n_splits=7, n_test=500, n_train=2000, random_state=42)",GradientBoostingClassifier,text_only,0.688,0.6869556864754098,False
clear_corpus,word,"(1, 1)",SVD_30,"FixedSizeSplit(n_splits=7, n_test=500, n_train=2000, random_state=42)",GradientBoostingClassifier,text_only,0.702,0.702,False
clear_corpus,word,"(1, 1)",SVD_30,"FixedSizeSplit(n_splits=7, n_test=500, n_train=2000, random_state=42)",GradientBoostingClassifier,text_only,0.7,0.7017734984539963,False
clear_corpus,word,"(1, 1)",SVD_30,"FixedSizeSplit(n_splits=7, n_test=500, n_train=2000, random_state=42)",GradientBoostingClassifier,text_only,0.68,0.6834138486312399,False
clear_corpus,word,"(1, 1)",SVD_30,"FixedSizeSplit(n_splits=7, n_test=500, n_train=2000, random_state=42)",GradientBoostingClassifier,text_only,0.698,0.6981000144668948,False
clear_corpus,word,"(1, 1)",SVD_30,"FixedSizeSplit(n_splits=7, n_test=500, n_train=2000, random_state=42)",GradientBoostingClassifier,text_only,0.684,0.6842677931387608,False
clear_corpus,word,"(1, 1)",SVD_30,"FixedSizeSplit(n_splits=7, n_test=500, n_train=2000, random_state=42)",GradientBoostingClassifier,text_only,0.68,0.6801530275996207,False
clear_corpus,word,"(1, 1)",SVD_30,"FixedSizeSplit(n_splits=7, n_test=500, n_train=3000, random_state=42)",GradientBoostingClassifier,text_only,0.74,0.7407300302037144,True
clear_corpus,word,"(1, 1)",SVD_30,"FixedSizeSplit(n_splits=7, n_test=500, n_train=3000, random_state=42)",GradientBoostingClassifier,text_only,0.658,0.6571828731492597,True
clear_corpus,word,"(1, 1)",SVD_30,"FixedSizeSplit(n_splits=7, n_test=500, n_train=3000, random_state=42)",GradientBoostingClassifier,text_only,0.692,0.6910889187632033,True
clear_corpus,word,"(1, 1)",SVD_30,"FixedSizeSplit(n_splits=7, n_test=500, n_train=3000, random_state=42)",GradientBoostingClassifier,text_only,0.686,0.6856742697078831,True
clear_corpus,word,"(1, 1)",SVD_30,"FixedSizeSplit(n_splits=7, n_test=500, n_train=3000, random_state=42)",GradientBoostingClassifier,text_only,0.682,0.6820568647540984,True
clear_corpus,word,"(1, 1)",SVD_30,"FixedSizeSplit(n_splits=7, n_test=500, n_train=3000, random_state=42)",GradientBoostingClassifier,text_only,0.676,0.67552160894141,True
clear_corpus,word,"(1, 1)",SVD_30,"FixedSizeSplit(n_splits=7, n_test=500, n_train=3000, random_state=42)",GradientBoostingClassifier,text_only,0.714,0.7141634266148258,True
clear_corpus,word,"(1, 1)",SVD_30,"FixedSizeSplit(n_splits=7, n_test=500, n_train=3000, random_state=42)",GradientBoostingClassifier,text_only,0.732,0.7324400745453378,False
clear_corpus,word,"(1, 1)",SVD_30,"FixedSizeSplit(n_splits=7, n_test=500, n_train=3000, random_state=42)",GradientBoostingClassifier,text_only,0.668,0.6674669867947179,False
clear_corpus,word,"(1, 1)",SVD_30,"FixedSizeSplit(n_splits=7, n_test=500, n_train=3000, random_state=42)",GradientBoostingClassifier,text_only,0.684,0.6832789194033674,False
clear_corpus,word,"(1, 1)",SVD_30,"FixedSizeSplit(n_splits=7, n_test=500, n_train=3000, random_state=42)",GradientBoostingClassifier,text_only,0.65,0.649499799919968,False
clear_corpus,word,"(1, 1)",SVD_30,"FixedSizeSplit(n_splits=7, n_test=500, n_train=3000, random_state=42)",GradientBoostingClassifier,text_only,0.714,0.7140753073770492,False
clear_corpus,word,"(1, 1)",SVD_30,"FixedSizeSplit(n_splits=7, n_test=500, n_train=3000, random_state=42)",GradientBoostingClassifier,text_only,0.694,0.6956093577364654,False
clear_corpus,word,"(1, 1)",SVD_30,"FixedSizeSplit(n_splits=7, n_test=500, n_train=3000, random_state=42)",GradientBoostingClassifier,text_only,0.696,0.6962031392502279,False
clear_corpus,word,"(1, 2)",SVD_30,"FixedSizeSplit(n_splits=7, n_test=500, n_train=500, random_state=42)",GradientBoostingClassifier,all,0.764,0.7617230098146129,True
clear_corpus,word,"(1, 2)",SVD_30,"FixedSizeSplit(n_splits=7, n_test=500, n_train=500, random_state=42)",GradientBoostingClassifier,all,0.74,0.74,True
clear_corpus,word,"(1, 2)",SVD_30,"FixedSizeSplit(n_splits=7, n_test=500, n_train=500, random_state=42)",GradientBoostingClassifier,all,0.734,0.7361800967674527,True
clear_corpus,word,"(1, 2)",SVD_30,"FixedSizeSplit(n_splits=7, n_test=500, n_train=500, random_state=42)",GradientBoostingClassifier,all,0.77,0.7698755824566459,True
clear_corpus,word,"(1, 2)",SVD_30,"FixedSizeSplit(n_splits=7, n_test=500, n_train=500, random_state=42)",GradientBoostingClassifier,all,0.776,0.7766257040450589,True
clear_corpus,word,"(1, 2)",SVD_30,"FixedSizeSplit(n_splits=7, n_test=500, n_train=500, random_state=42)",GradientBoostingClassifier,all,0.758,0.7605020491803279,True
clear_corpus,word,"(1, 2)",SVD_30,"FixedSizeSplit(n_splits=7, n_test=500, n_train=500, random_state=42)",GradientBoostingClassifier,all,0.746,0.7459935897435898,True
clear_corpus,word,"(1, 2)",SVD_30,"FixedSizeSplit(n_splits=7, n_test=500, n_train=500, random_state=42)",GradientBoostingClassifier,all,0.756,0.754281865417923,False
clear_corpus,word,"(1, 2)",SVD_30,"FixedSizeSplit(n_splits=7, n_test=500, n_train=500, random_state=42)",GradientBoostingClassifier,all,0.73,0.7300000000000001,False
clear_corpus,word,"(1, 2)",SVD_30,"FixedSizeSplit(n_splits=7, n_test=500, n_train=500, random_state=42)",GradientBoostingClassifier,all,0.742,0.7436707334715725,False
clear_corpus,word,"(1, 2)",SVD_30,"FixedSizeSplit(n_splits=7, n_test=500, n_train=500, random_state=42)",GradientBoostingClassifier,all,0.782,0.7815487342076188,False
clear_corpus,word,"(1, 2)",SVD_30,"FixedSizeSplit(n_splits=7, n_test=500, n_train=500, random_state=42)",GradientBoostingClassifier,all,0.776,0.7762736815156172,False
clear_corpus,word,"(1, 2)",SVD_30,"FixedSizeSplit(n_splits=7, n_test=500, n_train=500, random_state=42)",GradientBoostingClassifier,all,0.76,0.7613985655737705,False
clear_corpus,word,"(1, 2)",SVD_30,"FixedSizeSplit(n_splits=7, n_test=500, n_train=500, random_state=42)",GradientBoostingClassifier,all,0.744,0.7427884615384616,False
clear_corpus,word,"(1, 2)",SVD_30,"FixedSizeSplit(n_splits=7, n_test=500, n_train=1000, random_state=42)",GradientBoostingClassifier,all,0.764,0.7647435897435897,True
clear_corpus,word,"(1, 2)",SVD_30,"FixedSizeSplit(n_splits=7, n_test=500, n_train=1000, random_state=42)",GradientBoostingClassifier,all,0.746,0.7463162278172849,True
clear_corpus,word,"(1, 2)",SVD_30,"FixedSizeSplit(n_splits=7, n_test=500, n_train=1000, random_state=42)",GradientBoostingClassifier,all,0.754,0.7543113801220156,True
clear_corpus,word,"(1, 2)",SVD_30,"FixedSizeSplit(n_splits=7, n_test=500, n_train=1000, random_state=42)",GradientBoostingClassifier,all,0.754,0.7520239183058401,True
clear_corpus,word,"(1, 2)",SVD_30,"FixedSizeSplit(n_splits=7, n_test=500, n_train=1000, random_state=42)",GradientBoostingClassifier,all,0.76,0.7587493566649511,True
clear_corpus,word,"(1, 2)",SVD_30,"FixedSizeSplit(n_splits=7, n_test=500, n_train=1000, random_state=42)",GradientBoostingClassifier,all,0.766,0.7677870520194171,True
clear_corpus,word,"(1, 2)",SVD_30,"FixedSizeSplit(n_splits=7, n_test=500, n_train=1000, random_state=42)",GradientBoostingClassifier,all,0.748,0.7483793517406963,True
clear_corpus,word,"(1, 2)",SVD_30,"FixedSizeSplit(n_splits=7, n_test=500, n_train=1000, random_state=42)",GradientBoostingClassifier,all,0.778,0.7796474358974359,False
clear_corpus,word,"(1, 2)",SVD_30,"FixedSizeSplit(n_splits=7, n_test=500, n_train=1000, random_state=42)",GradientBoostingClassifier,all,0.744,0.7439938497020949,False
clear_corpus,word,"(1, 2)",SVD_30,"FixedSizeSplit(n_splits=7, n_test=500, n_train=1000, random_state=42)",GradientBoostingClassifier,all,0.762,0.7619813934124353,False
clear_corpus,word,"(1, 2)",SVD_30,"FixedSizeSplit(n_splits=7, n_test=500, n_train=1000, random_state=42)",GradientBoostingClassifier,all,0.75,0.7494268904599305,False
clear_corpus,word,"(1, 2)",SVD_30,"FixedSizeSplit(n_splits=7, n_test=500, n_train=1000, random_state=42)",GradientBoostingClassifier,all,0.756,0.7555970149253731,False
clear_corpus,word,"(1, 2)",SVD_30,"FixedSizeSplit(n_splits=7, n_test=500, n_train=1000, random_state=42)",GradientBoostingClassifier,all,0.786,0.7878130056553293,False
clear_corpus,word,"(1, 2)",SVD_30,"FixedSizeSplit(n_splits=7, n_test=500, n_train=1000, random_state=42)",GradientBoostingClassifier,all,0.762,0.7622649059623849,False
clear_corpus,word,"(1, 2)",SVD_30,"FixedSizeSplit(n_splits=7, n_test=500, n_train=2000, random_state=42)",GradientBoostingClassifier,all,0.758,0.7570440573770492,True
clear_corpus,word,"(1, 2)",SVD_30,"FixedSizeSplit(n_splits=7, n_test=500, n_train=2000, random_state=42)",GradientBoostingClassifier,all,0.786,0.786,True
clear_corpus,word,"(1, 2)",SVD_30,"FixedSizeSplit(n_splits=7, n_test=500, n_train=2000, random_state=42)",GradientBoostingClassifier,all,0.784,0.785305756260113,True
clear_corpus,word,"(1, 2)",SVD_30,"FixedSizeSplit(n_splits=7, n_test=500, n_train=2000, random_state=42)",GradientBoostingClassifier,all,0.766,0.7694847020933977,True
clear_corpus,word,"(1, 2)",SVD_30,"FixedSizeSplit(n_splits=7, n_test=500, n_train=2000, random_state=42)",GradientBoostingClassifier,all,0.782,0.7846763434119368,True
clear_corpus,word,"(1, 2)",SVD_30,"FixedSizeSplit(n_splits=7, n_test=500, n_train=2000, random_state=42)",GradientBoostingClassifier,all,0.752,0.7522721454173067,True
clear_corpus,word,"(1, 2)",SVD_30,"FixedSizeSplit(n_splits=7, n_test=500, n_train=2000, random_state=42)",GradientBoostingClassifier,all,0.768,0.7693816206137178,True
clear_corpus,word,"(1, 2)",SVD_30,"FixedSizeSplit(n_splits=7, n_test=500, n_train=2000, random_state=42)",GradientBoostingClassifier,all,0.76,0.759765625,False
clear_corpus,word,"(1, 2)",SVD_30,"FixedSizeSplit(n_splits=7, n_test=500, n_train=2000, random_state=42)",GradientBoostingClassifier,all,0.776,0.776,False
clear_corpus,word,"(1, 2)",SVD_30,"FixedSizeSplit(n_splits=7, n_test=500, n_train=2000, random_state=42)",GradientBoostingClassifier,all,0.79,0.7912414489177975,False
clear_corpus,word,"(1, 2)",SVD_30,"FixedSizeSplit(n_splits=7, n_test=500, n_train=2000, random_state=42)",GradientBoostingClassifier,all,0.748,0.7486312399355877,False
clear_corpus,word,"(1, 2)",SVD_30,"FixedSizeSplit(n_splits=7, n_test=500, n_train=2000, random_state=42)",GradientBoostingClassifier,all,0.79,0.7932600343990612,False
clear_corpus,word,"(1, 2)",SVD_30,"FixedSizeSplit(n_splits=7, n_test=500, n_train=2000, random_state=42)",GradientBoostingClassifier,all,0.758,0.7581605222734256,False
clear_corpus,word,"(1, 2)",SVD_30,"FixedSizeSplit(n_splits=7, n_test=500, n_train=2000, random_state=42)",GradientBoostingClassifier,all,0.76,0.760251402485091,False
clear_corpus,word,"(1, 2)",SVD_30,"FixedSizeSplit(n_splits=7, n_test=500, n_train=3000, random_state=42)",GradientBoostingClassifier,all,0.792,0.7924297924297925,True
clear_corpus,word,"(1, 2)",SVD_30,"FixedSizeSplit(n_splits=7, n_test=500, n_train=3000, random_state=42)",GradientBoostingClassifier,all,0.758,0.7575430172068828,True
clear_corpus,word,"(1, 2)",SVD_30,"FixedSizeSplit(n_splits=7, n_test=500, n_train=3000, random_state=42)",GradientBoostingClassifier,all,0.766,0.7656520069137698,True
clear_corpus,word,"(1, 2)",SVD_30,"FixedSizeSplit(n_splits=7, n_test=500, n_train=3000, random_state=42)",GradientBoostingClassifier,all,0.786,0.7855542216886755,True
clear_corpus,word,"(1, 2)",SVD_30,"FixedSizeSplit(n_splits=7, n_test=500, n_train=3000, random_state=42)",GradientBoostingClassifier,all,0.74,0.7399462090163935,True
clear_corpus,word,"(1, 2)",SVD_30,"FixedSizeSplit(n_splits=7, n_test=500, n_train=3000, random_state=42)",GradientBoostingClassifier,all,0.78,0.7799394725464764,True
clear_corpus,word,"(1, 2)",SVD_30,"FixedSizeSplit(n_splits=7, n_test=500, n_train=3000, random_state=42)",GradientBoostingClassifier,all,0.794,0.7941007056112898,True
clear_corpus,word,"(1, 2)",SVD_30,"FixedSizeSplit(n_splits=7, n_test=500, n_train=3000, random_state=42)",GradientBoostingClassifier,all,0.776,0.775849881113039,False
clear_corpus,word,"(1, 2)",SVD_30,"FixedSizeSplit(n_splits=7, n_test=500, n_train=3000, random_state=42)",GradientBoostingClassifier,all,0.754,0.7534613845538216,False
clear_corpus,word,"(1, 2)",SVD_30,"FixedSizeSplit(n_splits=7, n_test=500, n_train=3000, random_state=42)",GradientBoostingClassifier,all,0.776,0.7760066577043723,False
clear_corpus,word,"(1, 2)",SVD_30,"FixedSizeSplit(n_splits=7, n_test=500, n_train=3000, random_state=42)",GradientBoostingClassifier,all,0.796,0.7958383353341337,False
clear_corpus,word,"(1, 2)",SVD_30,"FixedSizeSplit(n_splits=7, n_test=500, n_train=3000, random_state=42)",GradientBoostingClassifier,all,0.744,0.7436603483606558,False
clear_corpus,word,"(1, 2)",SVD_30,"FixedSizeSplit(n_splits=7, n_test=500, n_train=3000, random_state=42)",GradientBoostingClassifier,all,0.778,0.7781060351315432,False
clear_corpus,word,"(1, 2)",SVD_30,"FixedSizeSplit(n_splits=7, n_test=500, n_train=3000, random_state=42)",GradientBoostingClassifier,all,0.798,0.7981807708923343,False
clear_corpus,word,"(1, 2)",SVD_30,"FixedSizeSplit(n_splits=7, n_test=500, n_train=500, random_state=42)",GradientBoostingClassifier,text_only,0.622,0.6156424401821797,True
clear_corpus,word,"(1, 2)",SVD_30,"FixedSizeSplit(n_splits=7, n_test=500, n_train=500, random_state=42)",GradientBoostingClassifier,text_only,0.64,0.64,True
clear_corpus,word,"(1, 2)",SVD_30,"FixedSizeSplit(n_splits=7, n_test=500, n_train=500, random_state=42)",GradientBoostingClassifier,text_only,0.62,0.6283454694507402,True
clear_corpus,word,"(1, 2)",SVD_30,"FixedSizeSplit(n_splits=7, n_test=500, n_train=500, random_state=42)",GradientBoostingClassifier,text_only,0.668,0.6647131350979169,True
clear_corpus,word,"(1, 2)",SVD_30,"FixedSizeSplit(n_splits=7, n_test=500, n_train=500, random_state=42)",GradientBoostingClassifier,text_only,0.618,0.6197836661546339,True
clear_corpus,word,"(1, 2)",SVD_30,"FixedSizeSplit(n_splits=7, n_test=500, n_train=500, random_state=42)",GradientBoostingClassifier,text_only,0.644,0.6481173155737705,True
clear_corpus,word,"(1, 2)",SVD_30,"FixedSizeSplit(n_splits=7, n_test=500, n_train=500, random_state=42)",GradientBoostingClassifier,text_only,0.596,0.5899038461538462,True
clear_corpus,word,"(1, 2)",SVD_30,"FixedSizeSplit(n_splits=7, n_test=500, n_train=500, random_state=42)",GradientBoostingClassifier,text_only,0.616,0.6083777022259285,False
clear_corpus,word,"(1, 2)",SVD_30,"FixedSizeSplit(n_splits=7, n_test=500, n_train=500, random_state=42)",GradientBoostingClassifier,text_only,0.638,0.638,False
clear_corpus,word,"(1, 2)",SVD_30,"FixedSizeSplit(n_splits=7, n_test=500, n_train=500, random_state=42)",GradientBoostingClassifier,text_only,0.642,0.6494912475285721,False
clear_corpus,word,"(1, 2)",SVD_30,"FixedSizeSplit(n_splits=7, n_test=500, n_train=500, random_state=42)",GradientBoostingClassifier,text_only,0.68,0.6779555171254263,False
clear_corpus,word,"(1, 2)",SVD_30,"FixedSizeSplit(n_splits=7, n_test=500, n_train=500, random_state=42)",GradientBoostingClassifier,text_only,0.652,0.6531618023553507,False
clear_corpus,word,"(1, 2)",SVD_30,"FixedSizeSplit(n_splits=7, n_test=500, n_train=500, random_state=42)",GradientBoostingClassifier,text_only,0.646,0.647765112704918,False
clear_corpus,word,"(1, 2)",SVD_30,"FixedSizeSplit(n_splits=7, n_test=500, n_train=500, random_state=42)",GradientBoostingClassifier,text_only,0.598,0.5943910256410256,False
clear_corpus,word,"(1, 2)",SVD_30,"FixedSizeSplit(n_splits=7, n_test=500, n_train=1000, random_state=42)",GradientBoostingClassifier,text_only,0.65,0.6548076923076923,True
clear_corpus,word,"(1, 2)",SVD_30,"FixedSizeSplit(n_splits=7, n_test=500, n_train=1000, random_state=42)",GradientBoostingClassifier,text_only,0.65,0.6511147414952911,True
clear_corpus,word,"(1, 2)",SVD_30,"FixedSizeSplit(n_splits=7, n_test=500, n_train=1000, random_state=42)",GradientBoostingClassifier,text_only,0.634,0.633880962674737,True
clear_corpus,word,"(1, 2)",SVD_30,"FixedSizeSplit(n_splits=7, n_test=500, n_train=1000, random_state=42)",GradientBoostingClassifier,text_only,0.674,0.6702816653040287,True
clear_corpus,word,"(1, 2)",SVD_30,"FixedSizeSplit(n_splits=7, n_test=500, n_train=1000, random_state=42)",GradientBoostingClassifier,text_only,0.68,0.6737004632012352,True
clear_corpus,word,"(1, 2)",SVD_30,"FixedSizeSplit(n_splits=7, n_test=500, n_train=1000, random_state=42)",GradientBoostingClassifier,text_only,0.638,0.6420721254746151,True
clear_corpus,word,"(1, 2)",SVD_30,"FixedSizeSplit(n_splits=7, n_test=500, n_train=1000, random_state=42)",GradientBoostingClassifier,text_only,0.682,0.6827130852340936,True
clear_corpus,word,"(1, 2)",SVD_30,"FixedSizeSplit(n_splits=7, n_test=500, n_train=1000, random_state=42)",GradientBoostingClassifier,text_only,0.666,0.6709935897435897,False
clear_corpus,word,"(1, 2)",SVD_30,"FixedSizeSplit(n_splits=7, n_test=500, n_train=1000, random_state=42)",GradientBoostingClassifier,text_only,0.684,0.683804215516689,False
clear_corpus,word,"(1, 2)",SVD_30,"FixedSizeSplit(n_splits=7, n_test=500, n_train=1000, random_state=42)",GradientBoostingClassifier,text_only,0.666,0.6665785976205345,False
clear_corpus,word,"(1, 2)",SVD_30,"FixedSizeSplit(n_splits=7, n_test=500, n_train=1000, random_state=42)",GradientBoostingClassifier,text_only,0.676,0.6723737155132337,False
clear_corpus,word,"(1, 2)",SVD_30,"FixedSizeSplit(n_splits=7, n_test=500, n_train=1000, random_state=42)",GradientBoostingClassifier,text_only,0.664,0.659064590838909,False
clear_corpus,word,"(1, 2)",SVD_30,"FixedSizeSplit(n_splits=7, n_test=500, n_train=1000, random_state=42)",GradientBoostingClassifier,text_only,0.642,0.643914513209119,False
clear_corpus,word,"(1, 2)",SVD_30,"FixedSizeSplit(n_splits=7, n_test=500, n_train=1000, random_state=42)",GradientBoostingClassifier,text_only,0.648,0.6478591436574629,False
clear_corpus,word,"(1, 2)",SVD_30,"FixedSizeSplit(n_splits=7, n_test=500, n_train=2000, random_state=42)",GradientBoostingClassifier,text_only,0.724,0.7227843237704918,True
clear_corpus,word,"(1, 2)",SVD_30,"FixedSizeSplit(n_splits=7, n_test=500, n_train=2000, random_state=42)",GradientBoostingClassifier,text_only,0.724,0.724,True
clear_corpus,word,"(1, 2)",SVD_30,"FixedSizeSplit(n_splits=7, n_test=500, n_train=2000, random_state=42)",GradientBoostingClassifier,text_only,0.678,0.6802496034861181,True
clear_corpus,word,"(1, 2)",SVD_30,"FixedSizeSplit(n_splits=7, n_test=500, n_train=2000, random_state=42)",GradientBoostingClassifier,text_only,0.67,0.6770531400966184,True
clear_corpus,word,"(1, 2)",SVD_30,"FixedSizeSplit(n_splits=7, n_test=500, n_train=2000, random_state=42)",GradientBoostingClassifier,text_only,0.696,0.6967738824323673,True
clear_corpus,word,"(1, 2)",SVD_30,"FixedSizeSplit(n_splits=7, n_test=500, n_train=2000, random_state=42)",GradientBoostingClassifier,text_only,0.66,0.660394265232975,True
clear_corpus,word,"(1, 2)",SVD_30,"FixedSizeSplit(n_splits=7, n_test=500, n_train=2000, random_state=42)",GradientBoostingClassifier,text_only,0.678,0.6810130041311022,True
clear_corpus,word,"(1, 2)",SVD_30,"FixedSizeSplit(n_splits=7, n_test=500, n_train=2000, random_state=42)",GradientBoostingClassifier,text_only,0.692,0.6906698258196722,False
clear_corpus,word,"(1, 2)",SVD_30,"FixedSizeSplit(n_splits=7, n_test=500, n_train=2000, random_state=42)",GradientBoostingClassifier,text_only,0.698,0.698,False
clear_corpus,word,"(1, 2)",SVD_30,"FixedSizeSplit(n_splits=7, n_test=500, n_train=2000, random_state=42)",GradientBoostingClassifier,text_only,0.68,0.6829010397475128,False
clear_corpus,word,"(1, 2)",SVD_30,"FixedSizeSplit(n_splits=7, n_test=500, n_train=2000, random_state=42)",GradientBoostingClassifier,text_only,0.694,0.6976650563607084,False
clear_corpus,word,"(1, 2)",SVD_30,"FixedSizeSplit(n_splits=7, n_test=500, n_train=2000, random_state=42)",GradientBoostingClassifier,text_only,0.714,0.7147208692996415,False
clear_corpus,word,"(1, 2)",SVD_30,"FixedSizeSplit(n_splits=7, n_test=500, n_train=2000, random_state=42)",GradientBoostingClassifier,text_only,0.676,0.6765232974910395,False
clear_corpus,word,"(1, 2)",SVD_30,"FixedSizeSplit(n_splits=7, n_test=500, n_train=2000, random_state=42)",GradientBoostingClassifier,text_only,0.698,0.6978267508961439,False
clear_corpus,word,"(1, 2)",SVD_30,"FixedSizeSplit(n_splits=7, n_test=500, n_train=3000, random_state=42)",GradientBoostingClassifier,text_only,0.72,0.7227041963884069,True
clear_corpus,word,"(1, 2)",SVD_30,"FixedSizeSplit(n_splits=7, n_test=500, n_train=3000, random_state=42)",GradientBoostingClassifier,text_only,0.668,0.6681072428971588,True
clear_corpus,word,"(1, 2)",SVD_30,"FixedSizeSplit(n_splits=7, n_test=500, n_train=3000, random_state=42)",GradientBoostingClassifier,text_only,0.674,0.6733723833301326,True
clear_corpus,word,"(1, 2)",SVD_30,"FixedSizeSplit(n_splits=7, n_test=500, n_train=3000, random_state=42)",GradientBoostingClassifier,text_only,0.68,0.6797118847539015,True
clear_corpus,word,"(1, 2)",SVD_30,"FixedSizeSplit(n_splits=7, n_test=500, n_train=3000, random_state=42)",GradientBoostingClassifier,text_only,0.702,0.7020683913934427,True
clear_corpus,word,"(1, 2)",SVD_30,"FixedSizeSplit(n_splits=7, n_test=500, n_train=3000, random_state=42)",GradientBoostingClassifier,text_only,0.682,0.6828153272165377,True
clear_corpus,word,"(1, 2)",SVD_30,"FixedSizeSplit(n_splits=7, n_test=500, n_train=3000, random_state=42)",GradientBoostingClassifier,text_only,0.712,0.7121233939743036,True
clear_corpus,word,"(1, 2)",SVD_30,"FixedSizeSplit(n_splits=7, n_test=500, n_train=3000, random_state=42)",GradientBoostingClassifier,text_only,0.728,0.7304800462695198,False
clear_corpus,word,"(1, 2)",SVD_30,"FixedSizeSplit(n_splits=7, n_test=500, n_train=3000, random_state=42)",GradientBoostingClassifier,text_only,0.668,0.6677871148459383,False
clear_corpus,word,"(1, 2)",SVD_30,"FixedSizeSplit(n_splits=7, n_test=500, n_train=3000, random_state=42)",GradientBoostingClassifier,text_only,0.668,0.6672108059663274,False
clear_corpus,word,"(1, 2)",SVD_30,"FixedSizeSplit(n_splits=7, n_test=500, n_train=3000, random_state=42)",GradientBoostingClassifier,text_only,0.67,0.6696678671468588,False
clear_corpus,word,"(1, 2)",SVD_30,"FixedSizeSplit(n_splits=7, n_test=500, n_train=3000, random_state=42)",GradientBoostingClassifier,text_only,0.702,0.7021644467213115,False
clear_corpus,word,"(1, 2)",SVD_30,"FixedSizeSplit(n_splits=7, n_test=500, n_train=3000, random_state=42)",GradientBoostingClassifier,text_only,0.672,0.6711822068501705,False
clear_corpus,word,"(1, 2)",SVD_30,"FixedSizeSplit(n_splits=7, n_test=500, n_train=3000, random_state=42)",GradientBoostingClassifier,text_only,0.726,0.7261636186178978,False
clear_corpus,word,"(1, 3)",SVD_30,"FixedSizeSplit(n_splits=7, n_test=500, n_train=500, random_state=42)",GradientBoostingClassifier,all,0.75,0.7452851369555455,True
clear_corpus,word,"(1, 3)",SVD_30,"FixedSizeSplit(n_splits=7, n_test=500, n_train=500, random_state=42)",GradientBoostingClassifier,all,0.752,0.752,True
clear_corpus,word,"(1, 3)",SVD_30,"FixedSizeSplit(n_splits=7, n_test=500, n_train=500, random_state=42)",GradientBoostingClassifier,all,0.736,0.7383260195142339,True
clear_corpus,word,"(1, 3)",SVD_30,"FixedSizeSplit(n_splits=7, n_test=500, n_train=500, random_state=42)",GradientBoostingClassifier,all,0.766,0.765648268242302,True
clear_corpus,word,"(1, 3)",SVD_30,"FixedSizeSplit(n_splits=7, n_test=500, n_train=500, random_state=42)",GradientBoostingClassifier,all,0.776,0.7763696876600102,True
clear_corpus,word,"(1, 3)",SVD_30,"FixedSizeSplit(n_splits=7, n_test=500, n_train=500, random_state=42)",GradientBoostingClassifier,all,0.768,0.7688268442622951,True
clear_corpus,word,"(1, 3)",SVD_30,"FixedSizeSplit(n_splits=7, n_test=500, n_train=500, random_state=42)",GradientBoostingClassifier,all,0.768,0.7666666666666667,True
clear_corpus,word,"(1, 3)",SVD_30,"FixedSizeSplit(n_splits=7, n_test=500, n_train=500, random_state=42)",GradientBoostingClassifier,all,0.764,0.7613381230354738,False
clear_corpus,word,"(1, 3)",SVD_30,"FixedSizeSplit(n_splits=7, n_test=500, n_train=500, random_state=42)",GradientBoostingClassifier,all,0.732,0.7320000000000001,False
clear_corpus,word,"(1, 3)",SVD_30,"FixedSizeSplit(n_splits=7, n_test=500, n_train=500, random_state=42)",GradientBoostingClassifier,all,0.728,0.7300155920978606,False
clear_corpus,word,"(1, 3)",SVD_30,"FixedSizeSplit(n_splits=7, n_test=500, n_train=500, random_state=42)",GradientBoostingClassifier,all,0.786,0.7858881362988583,False
clear_corpus,word,"(1, 3)",SVD_30,"FixedSizeSplit(n_splits=7, n_test=500, n_train=500, random_state=42)",GradientBoostingClassifier,all,0.742,0.7423835125448028,False
clear_corpus,word,"(1, 3)",SVD_30,"FixedSizeSplit(n_splits=7, n_test=500, n_train=500, random_state=42)",GradientBoostingClassifier,all,0.768,0.7697873975409836,False
