encoding,dim_reduction,model,n_train,n_test,dataset,features,accuracies,roc_auc
skrub__minhash_30,passthrough,GradientBoostingClassifier,500,500,bikewale,all,0.83,0.9127783454159165
skrub__minhash_30,passthrough,GradientBoostingClassifier,500,500,bikewale,all,0.878,0.9498346815613765
skrub__minhash_30,passthrough,GradientBoostingClassifier,500,500,bikewale,all,0.856,0.9311680000000001
skrub__minhash_30,passthrough,GradientBoostingClassifier,500,500,bikewale,all,0.862,0.93539096625546
skrub__minhash_30,passthrough,GradientBoostingClassifier,500,500,bikewale,all,0.862,0.9375912467311609
skrub__minhash_30,passthrough,GradientBoostingClassifier,500,500,bikewale,all,0.884,0.9522963632840256
skrub__minhash_30,passthrough,GradientBoostingClassifier,500,500,bikewale,all,0.848,0.9389482135688478
skrub__minhash_30,passthrough,GradientBoostingClassifier,500,500,bikewale,text_only,0.746,0.8354254853306086
skrub__minhash_30,passthrough,GradientBoostingClassifier,500,500,bikewale,text_only,0.754,0.8405479583975347
skrub__minhash_30,passthrough,GradientBoostingClassifier,500,500,bikewale,text_only,0.778,0.822432
skrub__minhash_30,passthrough,GradientBoostingClassifier,500,500,bikewale,text_only,0.804,0.8609977759644154
skrub__minhash_30,passthrough,GradientBoostingClassifier,500,500,bikewale,text_only,0.722,0.8096533025300412
skrub__minhash_30,passthrough,GradientBoostingClassifier,500,500,bikewale,text_only,0.764,0.8464650216394289
skrub__minhash_30,passthrough,GradientBoostingClassifier,500,500,bikewale,text_only,0.724,0.8138819751103974
skrub__minhash_30,passthrough,GradientBoostingClassifier,1000,500,bikewale,all,0.86,0.9449394930630528
skrub__minhash_30,passthrough,GradientBoostingClassifier,1000,500,bikewale,all,0.878,0.9426296480238389
skrub__minhash_30,passthrough,GradientBoostingClassifier,1000,500,bikewale,all,0.85,0.9376811594202898
skrub__minhash_30,passthrough,GradientBoostingClassifier,1000,500,bikewale,all,0.844,0.9332277265745009
skrub__minhash_30,passthrough,GradientBoostingClassifier,1000,500,bikewale,all,0.866,0.9461992809450438
skrub__minhash_30,passthrough,GradientBoostingClassifier,1000,500,bikewale,all,0.85,0.9388929292929292
skrub__minhash_30,passthrough,GradientBoostingClassifier,1000,500,bikewale,all,0.86,0.9372701726214372
skrub__minhash_30,passthrough,GradientBoostingClassifier,1000,500,bikewale,text_only,0.792,0.8741842440258464
skrub__minhash_30,passthrough,GradientBoostingClassifier,1000,500,bikewale,text_only,0.732,0.8327832871401336
skrub__minhash_30,passthrough,GradientBoostingClassifier,1000,500,bikewale,text_only,0.748,0.8222222222222222
skrub__minhash_30,passthrough,GradientBoostingClassifier,1000,500,bikewale,text_only,0.762,0.8524305555555556
skrub__minhash_30,passthrough,GradientBoostingClassifier,1000,500,bikewale,text_only,0.744,0.8277638674884438
skrub__minhash_30,passthrough,GradientBoostingClassifier,1000,500,bikewale,text_only,0.77,0.8337292929292929
skrub__minhash_30,passthrough,GradientBoostingClassifier,1000,500,bikewale,text_only,0.754,0.8409233239662786
skrub__minhash_30,passthrough,GradientBoostingClassifier,2000,500,bikewale,all,0.882,0.9634474151586425
skrub__minhash_30,passthrough,GradientBoostingClassifier,2000,500,bikewale,all,0.886,0.9528323287316093
skrub__minhash_30,passthrough,GradientBoostingClassifier,2000,500,bikewale,all,0.878,0.9540362332757186
skrub__minhash_30,passthrough,GradientBoostingClassifier,2000,500,bikewale,all,0.9,0.9622233955743291
skrub__minhash_30,passthrough,GradientBoostingClassifier,2000,500,bikewale,all,0.886,0.9553832861325781
skrub__minhash_30,passthrough,GradientBoostingClassifier,2000,500,bikewale,all,0.872,0.9421451891684272
skrub__minhash_30,passthrough,GradientBoostingClassifier,2000,500,bikewale,all,0.904,0.97219184251158
skrub__minhash_30,passthrough,GradientBoostingClassifier,2000,500,bikewale,text_only,0.794,0.8776940431046898
skrub__minhash_30,passthrough,GradientBoostingClassifier,2000,500,bikewale,text_only,0.818,0.8857751636528615
skrub__minhash_30,passthrough,GradientBoostingClassifier,2000,500,bikewale,text_only,0.796,0.8859468023814095
skrub__minhash_30,passthrough,GradientBoostingClassifier,2000,500,bikewale,text_only,0.78,0.8681338901422423
skrub__minhash_30,passthrough,GradientBoostingClassifier,2000,500,bikewale,text_only,0.782,0.8706379302068832
skrub__minhash_30,passthrough,GradientBoostingClassifier,2000,500,bikewale,text_only,0.784,0.8668299084565648
skrub__minhash_30,passthrough,GradientBoostingClassifier,2000,500,bikewale,text_only,0.822,0.8864191971178591
skrub__minhash_30,passthrough,GradientBoostingClassifier,3000,500,bikewale,all,0.894,0.9629386631674961
skrub__minhash_30,passthrough,GradientBoostingClassifier,3000,500,bikewale,all,0.888,0.9603830449154189
skrub__minhash_30,passthrough,GradientBoostingClassifier,3000,500,bikewale,all,0.884,0.9542363890630274
skrub__minhash_30,passthrough,GradientBoostingClassifier,3000,500,bikewale,all,0.88,0.9489898908986046
skrub__minhash_30,passthrough,GradientBoostingClassifier,3000,500,bikewale,all,0.888,0.9662282317883978
skrub__minhash_30,passthrough,GradientBoostingClassifier,3000,500,bikewale,all,0.888,0.9565356702286163
skrub__minhash_30,passthrough,GradientBoostingClassifier,3000,500,bikewale,all,0.868,0.9484716017357608
skrub__minhash_30,passthrough,GradientBoostingClassifier,3000,500,bikewale,text_only,0.814,0.8922644860859965
skrub__minhash_30,passthrough,GradientBoostingClassifier,3000,500,bikewale,text_only,0.81,0.8903363795450128
skrub__minhash_30,passthrough,GradientBoostingClassifier,3000,500,bikewale,text_only,0.794,0.8741058655221745
skrub__minhash_30,passthrough,GradientBoostingClassifier,3000,500,bikewale,text_only,0.796,0.8717297617712555
skrub__minhash_30,passthrough,GradientBoostingClassifier,3000,500,bikewale,text_only,0.808,0.8960733110110704
skrub__minhash_30,passthrough,GradientBoostingClassifier,3000,500,bikewale,text_only,0.778,0.874877841682821
skrub__minhash_30,passthrough,GradientBoostingClassifier,3000,500,bikewale,text_only,0.79,0.8648620518486493
skrub__minhash_30,passthrough,GradientBoostingClassifier,4000,500,bikewale,all,0.886,0.9519087914217428
skrub__minhash_30,passthrough,GradientBoostingClassifier,4000,500,bikewale,all,0.904,0.9640333872699017
skrub__minhash_30,passthrough,GradientBoostingClassifier,4000,500,bikewale,all,0.898,0.9611722199919711
skrub__minhash_30,passthrough,GradientBoostingClassifier,4000,500,bikewale,all,0.88,0.9583654340010271
skrub__minhash_30,passthrough,GradientBoostingClassifier,4000,500,bikewale,all,0.87,0.9478831016848619
skrub__minhash_30,passthrough,GradientBoostingClassifier,4000,500,bikewale,all,0.888,0.950372367745249
skrub__minhash_30,passthrough,GradientBoostingClassifier,4000,500,bikewale,all,0.88,0.9620629003888916
skrub__minhash_30,passthrough,GradientBoostingClassifier,4000,500,bikewale,text_only,0.788,0.8672243395129514
skrub__minhash_30,passthrough,GradientBoostingClassifier,4000,500,bikewale,text_only,0.774,0.8722424261843349
skrub__minhash_30,passthrough,GradientBoostingClassifier,4000,500,bikewale,text_only,0.814,0.9077318346045765
skrub__minhash_30,passthrough,GradientBoostingClassifier,4000,500,bikewale,text_only,0.806,0.8889477401129944
skrub__minhash_30,passthrough,GradientBoostingClassifier,4000,500,bikewale,text_only,0.792,0.8609548085092741
skrub__minhash_30,passthrough,GradientBoostingClassifier,4000,500,bikewale,text_only,0.8,0.8739166024653312
skrub__minhash_30,passthrough,GradientBoostingClassifier,4000,500,bikewale,text_only,0.812,0.896419292895064
skrub__minhash_30,passthrough,GradientBoostingClassifier,5000,500,bikewale,all,0.9,0.9660424169667867
skrub__minhash_30,passthrough,GradientBoostingClassifier,5000,500,bikewale,all,0.876,0.9534412955465587
skrub__minhash_30,passthrough,GradientBoostingClassifier,5000,500,bikewale,all,0.896,0.9535157564203206
skrub__minhash_30,passthrough,GradientBoostingClassifier,5000,500,bikewale,all,0.902,0.967442794058611
skrub__minhash_30,passthrough,GradientBoostingClassifier,5000,500,bikewale,all,0.91,0.9637150998975411
skrub__minhash_30,passthrough,GradientBoostingClassifier,5000,500,bikewale,all,0.9,0.9602747474747475
skrub__minhash_30,passthrough,GradientBoostingClassifier,5000,500,bikewale,all,0.88,0.9528172056776175
skrub__minhash_30,passthrough,GradientBoostingClassifier,5000,500,bikewale,text_only,0.788,0.8768307322929171
skrub__minhash_30,passthrough,GradientBoostingClassifier,5000,500,bikewale,text_only,0.802,0.9044502408346802
skrub__minhash_30,passthrough,GradientBoostingClassifier,5000,500,bikewale,text_only,0.822,0.8945353177718323
skrub__minhash_30,passthrough,GradientBoostingClassifier,5000,500,bikewale,text_only,0.828,0.9201284624648736
skrub__minhash_30,passthrough,GradientBoostingClassifier,5000,500,bikewale,text_only,0.806,0.8851098232581968
skrub__minhash_30,passthrough,GradientBoostingClassifier,5000,500,bikewale,text_only,0.774,0.882319191919192
skrub__minhash_30,passthrough,GradientBoostingClassifier,5000,500,bikewale,text_only,0.78,0.8760621529500248
skrub__minhash_30,passthrough,LogisticRegression,500,500,bikewale,all,0.64,0.6910426701698049
skrub__minhash_30,passthrough,LogisticRegression,500,500,bikewale,all,0.702,0.7504654596815614
skrub__minhash_30,passthrough,LogisticRegression,500,500,bikewale,all,0.688,0.7387359999999998
skrub__minhash_30,passthrough,LogisticRegression,500,500,bikewale,all,0.672,0.7428278852461638
skrub__minhash_30,passthrough,LogisticRegression,500,500,bikewale,all,0.644,0.6953843191991144
skrub__minhash_30,passthrough,LogisticRegression,500,500,bikewale,all,0.652,0.6833457141011563
skrub__minhash_30,passthrough,LogisticRegression,500,500,bikewale,all,0.69,0.7207226013649137
skrub__minhash_30,passthrough,LogisticRegression,500,500,bikewale,text_only,0.64,0.6919508911918778
skrub__minhash_30,passthrough,LogisticRegression,500,500,bikewale,text_only,0.706,0.7492295839753467
skrub__minhash_30,passthrough,LogisticRegression,500,500,bikewale,text_only,0.69,0.738912
skrub__minhash_30,passthrough,LogisticRegression,500,500,bikewale,text_only,0.686,0.7486199779196467
skrub__minhash_30,passthrough,LogisticRegression,500,500,bikewale,text_only,0.644,0.6954324493430235
skrub__minhash_30,passthrough,LogisticRegression,500,500,bikewale,text_only,0.652,0.6832649699631806
skrub__minhash_30,passthrough,LogisticRegression,500,500,bikewale,text_only,0.694,0.7210437575270976
skrub__minhash_30,passthrough,LogisticRegression,1000,500,bikewale,all,0.696,0.7670281506308513
skrub__minhash_30,passthrough,LogisticRegression,1000,500,bikewale,all,0.658,0.7019977891347187
skrub__minhash_30,passthrough,LogisticRegression,1000,500,bikewale,all,0.646,0.6896779388083736
skrub__minhash_30,passthrough,LogisticRegression,1000,500,bikewale,all,0.722,0.7646569380440349
skrub__minhash_30,passthrough,LogisticRegression,1000,500,bikewale,all,0.668,0.707410439137134
skrub__minhash_30,passthrough,LogisticRegression,1000,500,bikewale,all,0.686,0.7264646464646465
skrub__minhash_30,passthrough,LogisticRegression,1000,500,bikewale,all,0.682,0.7248012846246488
skrub__minhash_30,passthrough,LogisticRegression,1000,500,bikewale,text_only,0.696,0.7670926054238709
skrub__minhash_30,passthrough,LogisticRegression,1000,500,bikewale,text_only,0.666,0.6983290344286195
skrub__minhash_30,passthrough,LogisticRegression,1000,500,bikewale,text_only,0.646,0.6896779388083736
skrub__minhash_30,passthrough,LogisticRegression,1000,500,bikewale,text_only,0.718,0.7658090117767536
skrub__minhash_30,passthrough,LogisticRegression,1000,500,bikewale,text_only,0.672,0.7131083076527992
skrub__minhash_30,passthrough,LogisticRegression,1000,500,bikewale,text_only,0.674,0.7195636363636363
skrub__minhash_30,passthrough,LogisticRegression,1000,500,bikewale,text_only,0.68,0.724817342432758
skrub__minhash_30,passthrough,LogisticRegression,2000,500,bikewale,all,0.678,0.7286276580425286
skrub__minhash_30,passthrough,LogisticRegression,2000,500,bikewale,all,0.698,0.7563354721628104
skrub__minhash_30,passthrough,LogisticRegression,2000,500,bikewale,all,0.714,0.7716695474041355
skrub__minhash_30,passthrough,LogisticRegression,2000,500,bikewale,all,0.656,0.7187635002160034
skrub__minhash_30,passthrough,LogisticRegression,2000,500,bikewale,all,0.68,0.7412198595177524
skrub__minhash_30,passthrough,LogisticRegression,2000,500,bikewale,all,0.694,0.7505361372511363
skrub__minhash_30,passthrough,LogisticRegression,2000,500,bikewale,all,0.672,0.7342704580545547
skrub__minhash_30,passthrough,LogisticRegression,2000,500,bikewale,text_only,0.67,0.7332357317717083
skrub__minhash_30,passthrough,LogisticRegression,2000,500,bikewale,text_only,0.696,0.7557602566595373
skrub__minhash_30,passthrough,LogisticRegression,2000,500,bikewale,text_only,0.716,0.7708053261634978
skrub__minhash_30,passthrough,LogisticRegression,2000,500,bikewale,text_only,0.648,0.7172754764076226
skrub__minhash_30,passthrough,LogisticRegression,2000,500,bikewale,text_only,0.68,0.7412118593897503
skrub__minhash_30,passthrough,LogisticRegression,2000,500,bikewale,text_only,0.684,0.7491437808078869
skrub__minhash_30,passthrough,LogisticRegression,2000,500,bikewale,text_only,0.686,0.7377927174472465
skrub__minhash_30,passthrough,LogisticRegression,3000,500,bikewale,all,0.714,0.7786721287865453
skrub__minhash_30,passthrough,LogisticRegression,3000,500,bikewale,all,0.688,0.744328861235336
skrub__minhash_30,passthrough,LogisticRegression,3000,500,bikewale,all,0.688,0.7342913632637316
skrub__minhash_30,passthrough,LogisticRegression,3000,500,bikewale,all,0.686,0.7384850766593505
skrub__minhash_30,passthrough,LogisticRegression,3000,500,bikewale,all,0.712,0.776213973309409
skrub__minhash_30,passthrough,LogisticRegression,3000,500,bikewale,all,0.682,0.7585270510581714
skrub__minhash_30,passthrough,LogisticRegression,3000,500,bikewale,all,0.684,0.7286993002513972
skrub__minhash_30,passthrough,LogisticRegression,3000,500,bikewale,text_only,0.72,0.778048038917604
skrub__minhash_30,passthrough,LogisticRegression,3000,500,bikewale,text_only,0.688,0.7463380646833884
skrub__minhash_30,passthrough,LogisticRegression,3000,500,bikewale,text_only,0.678,0.7312533153300863
skrub__minhash_30,passthrough,LogisticRegression,3000,500,bikewale,text_only,0.686,0.7384209936077155
skrub__minhash_30,passthrough,LogisticRegression,3000,500,bikewale,text_only,0.71,0.7755090597414248
skrub__minhash_30,passthrough,LogisticRegression,3000,500,bikewale,text_only,0.69,0.7566366010349412
skrub__minhash_30,passthrough,LogisticRegression,3000,500,bikewale,text_only,0.688,0.7283550303437896
skrub__minhash_30,passthrough,LogisticRegression,4000,500,bikewale,all,0.72,0.7641140753181319
skrub__minhash_30,passthrough,LogisticRegression,4000,500,bikewale,all,0.668,0.7201493135103094
skrub__minhash_30,passthrough,LogisticRegression,4000,500,bikewale,all,0.654,0.7230429546366921
skrub__minhash_30,passthrough,LogisticRegression,4000,500,bikewale,all,0.72,0.7837458269131997
skrub__minhash_30,passthrough,LogisticRegression,4000,500,bikewale,all,0.674,0.7121306850061719
skrub__minhash_30,passthrough,LogisticRegression,4000,500,bikewale,all,0.676,0.7197531458654342
skrub__minhash_30,passthrough,LogisticRegression,4000,500,bikewale,all,0.706,0.7635748979361314
skrub__minhash_30,passthrough,LogisticRegression,4000,500,bikewale,text_only,0.72,0.7640737032491441
skrub__minhash_30,passthrough,LogisticRegression,4000,500,bikewale,text_only,0.668,0.7201493135103094
skrub__minhash_30,passthrough,LogisticRegression,4000,500,bikewale,text_only,0.674,0.7265435568044961
skrub__minhash_30,passthrough,LogisticRegression,4000,500,bikewale,text_only,0.724,0.7835371725731894
skrub__minhash_30,passthrough,LogisticRegression,4000,500,bikewale,text_only,0.678,0.711665784959682
skrub__minhash_30,passthrough,LogisticRegression,4000,500,bikewale,text_only,0.674,0.719528441191577
skrub__minhash_30,passthrough,LogisticRegression,4000,500,bikewale,text_only,0.698,0.7635910345161447
skrub__minhash_30,passthrough,LogisticRegression,5000,500,bikewale,all,0.712,0.7833053221288515
skrub__minhash_30,passthrough,LogisticRegression,5000,500,bikewale,all,0.712,0.765806276103759
skrub__minhash_30,passthrough,LogisticRegression,5000,500,bikewale,all,0.734,0.7850574344350277
skrub__minhash_30,passthrough,LogisticRegression,5000,500,bikewale,all,0.748,0.7953030911280611
skrub__minhash_30,passthrough,LogisticRegression,5000,500,bikewale,all,0.7,0.7528496413934425
skrub__minhash_30,passthrough,LogisticRegression,5000,500,bikewale,all,0.698,0.7545050505050506
skrub__minhash_30,passthrough,LogisticRegression,5000,500,bikewale,all,0.718,0.7893936726888672
skrub__minhash_30,passthrough,LogisticRegression,5000,500,bikewale,text_only,0.714,0.7831132452981192
skrub__minhash_30,passthrough,LogisticRegression,5000,500,bikewale,text_only,0.706,0.7634859419756446
skrub__minhash_30,passthrough,LogisticRegression,5000,500,bikewale,text_only,0.746,0.7838078149281469
skrub__minhash_30,passthrough,LogisticRegression,5000,500,bikewale,text_only,0.744,0.7941148133279807
skrub__minhash_30,passthrough,LogisticRegression,5000,500,bikewale,text_only,0.696,0.7525614754098361
skrub__minhash_30,passthrough,LogisticRegression,5000,500,bikewale,text_only,0.708,0.7506909090909091
skrub__minhash_30,passthrough,LogisticRegression,5000,500,bikewale,text_only,0.716,0.7896337072538445
lm__all-distilroberta-v1,PCA_30,GradientBoostingClassifier,500,500,bikewale,all,0.844,0.9155354449472096
lm__all-distilroberta-v1,PCA_30,GradientBoostingClassifier,500,500,bikewale,all,0.854,0.9477722136620442
lm__all-distilroberta-v1,PCA_30,GradientBoostingClassifier,500,500,bikewale,all,0.862,0.9368079999999999
lm__all-distilroberta-v1,PCA_30,GradientBoostingClassifier,500,500,bikewale,all,0.832,0.9255028080449287
lm__all-distilroberta-v1,PCA_30,GradientBoostingClassifier,500,500,bikewale,all,0.854,0.9284304760071231
lm__all-distilroberta-v1,PCA_30,GradientBoostingClassifier,500,500,bikewale,all,0.87,0.9465958271429494
lm__all-distilroberta-v1,PCA_30,GradientBoostingClassifier,500,500,bikewale,all,0.842,0.9245283018867925
lm__all-distilroberta-v1,PCA_30,GradientBoostingClassifier,500,500,bikewale,text_only,0.72,0.8111549003389611
lm__all-distilroberta-v1,PCA_30,GradientBoostingClassifier,500,500,bikewale,text_only,0.75,0.8259020287621983
lm__all-distilroberta-v1,PCA_30,GradientBoostingClassifier,500,500,bikewale,text_only,0.734,0.821504
lm__all-distilroberta-v1,PCA_30,GradientBoostingClassifier,500,500,bikewale,text_only,0.748,0.8388934222947567
lm__all-distilroberta-v1,PCA_30,GradientBoostingClassifier,500,500,bikewale,text_only,0.734,0.8157738524971523
lm__all-distilroberta-v1,PCA_30,GradientBoostingClassifier,500,500,bikewale,text_only,0.746,0.8350720237710743
lm__all-distilroberta-v1,PCA_30,GradientBoostingClassifier,500,500,bikewale,text_only,0.754,0.8178241670012043
lm__all-distilroberta-v1,PCA_30,GradientBoostingClassifier,1000,500,bikewale,all,0.878,0.9475982532751092
lm__all-distilroberta-v1,PCA_30,GradientBoostingClassifier,1000,500,bikewale,all,0.874,0.9405549592271584
lm__all-distilroberta-v1,PCA_30,GradientBoostingClassifier,1000,500,bikewale,all,0.836,0.9191304347826087
lm__all-distilroberta-v1,PCA_30,GradientBoostingClassifier,1000,500,bikewale,all,0.85,0.9273873527905786
lm__all-distilroberta-v1,PCA_30,GradientBoostingClassifier,1000,500,bikewale,all,0.858,0.9466005392912172
lm__all-distilroberta-v1,PCA_30,GradientBoostingClassifier,1000,500,bikewale,all,0.834,0.9375515151515152
lm__all-distilroberta-v1,PCA_30,GradientBoostingClassifier,1000,500,bikewale,all,0.852,0.9313689281413087
lm__all-distilroberta-v1,PCA_30,GradientBoostingClassifier,1000,500,bikewale,text_only,0.79,0.878760534330234
lm__all-distilroberta-v1,PCA_30,GradientBoostingClassifier,1000,500,bikewale,text_only,0.72,0.8193658982040726
lm__all-distilroberta-v1,PCA_30,GradientBoostingClassifier,1000,500,bikewale,text_only,0.736,0.8275523349436391
lm__all-distilroberta-v1,PCA_30,GradientBoostingClassifier,1000,500,bikewale,text_only,0.782,0.8530465949820789
lm__all-distilroberta-v1,PCA_30,GradientBoostingClassifier,1000,500,bikewale,text_only,0.758,0.8362223934257833
lm__all-distilroberta-v1,PCA_30,GradientBoostingClassifier,1000,500,bikewale,text_only,0.74,0.8204121212121211
lm__all-distilroberta-v1,PCA_30,GradientBoostingClassifier,1000,500,bikewale,text_only,0.744,0.841653954235247
lm__all-distilroberta-v1,PCA_30,GradientBoostingClassifier,2000,500,bikewale,all,0.888,0.9602553640858255
lm__all-distilroberta-v1,PCA_30,GradientBoostingClassifier,2000,500,bikewale,all,0.876,0.9459297426923327
lm__all-distilroberta-v1,PCA_30,GradientBoostingClassifier,2000,500,bikewale,all,0.886,0.95152359003905
lm__all-distilroberta-v1,PCA_30,GradientBoostingClassifier,2000,500,bikewale,all,0.894,0.9603993663898622
lm__all-distilroberta-v1,PCA_30,GradientBoostingClassifier,2000,500,bikewale,all,0.9,0.9556632906126498
lm__all-distilroberta-v1,PCA_30,GradientBoostingClassifier,2000,500,bikewale,all,0.868,0.9430414186031625
lm__all-distilroberta-v1,PCA_30,GradientBoostingClassifier,2000,500,bikewale,all,0.894,0.9703422542460113
lm__all-distilroberta-v1,PCA_30,GradientBoostingClassifier,2000,500,bikewale,text_only,0.812,0.8922142754284069
lm__all-distilroberta-v1,PCA_30,GradientBoostingClassifier,2000,500,bikewale,text_only,0.792,0.8837821634584224
lm__all-distilroberta-v1,PCA_30,GradientBoostingClassifier,2000,500,bikewale,text_only,0.782,0.8757281864157224
lm__all-distilroberta-v1,PCA_30,GradientBoostingClassifier,2000,500,bikewale,text_only,0.778,0.8746619945919135
lm__all-distilroberta-v1,PCA_30,GradientBoostingClassifier,2000,500,bikewale,text_only,0.786,0.8773740379846078
lm__all-distilroberta-v1,PCA_30,GradientBoostingClassifier,2000,500,bikewale,text_only,0.76,0.8527863132962039
lm__all-distilroberta-v1,PCA_30,GradientBoostingClassifier,2000,500,bikewale,text_only,0.796,0.8853737776634072
lm__all-distilroberta-v1,PCA_30,GradientBoostingClassifier,3000,500,bikewale,all,0.892,0.9598342161271223
lm__all-distilroberta-v1,PCA_30,GradientBoostingClassifier,3000,500,bikewale,all,0.878,0.954452654092942
lm__all-distilroberta-v1,PCA_30,GradientBoostingClassifier,3000,500,bikewale,all,0.89,0.9549918824645159
lm__all-distilroberta-v1,PCA_30,GradientBoostingClassifier,3000,500,bikewale,all,0.89,0.9519056697479934
lm__all-distilroberta-v1,PCA_30,GradientBoostingClassifier,3000,500,bikewale,all,0.896,0.9619827296175845
lm__all-distilroberta-v1,PCA_30,GradientBoostingClassifier,3000,500,bikewale,all,0.886,0.9598840096765409
lm__all-distilroberta-v1,PCA_30,GradientBoostingClassifier,3000,500,bikewale,all,0.866,0.9511617107812524
lm__all-distilroberta-v1,PCA_30,GradientBoostingClassifier,3000,500,bikewale,text_only,0.808,0.904010177465555
lm__all-distilroberta-v1,PCA_30,GradientBoostingClassifier,3000,500,bikewale,text_only,0.82,0.8909196966750923
lm__all-distilroberta-v1,PCA_30,GradientBoostingClassifier,3000,500,bikewale,text_only,0.79,0.8725788043915064
lm__all-distilroberta-v1,PCA_30,GradientBoostingClassifier,3000,500,bikewale,text_only,0.77,0.8722344158028805
lm__all-distilroberta-v1,PCA_30,GradientBoostingClassifier,3000,500,bikewale,text_only,0.824,0.9040516509396177
lm__all-distilroberta-v1,PCA_30,GradientBoostingClassifier,3000,500,bikewale,text_only,0.786,0.8718098655857993
lm__all-distilroberta-v1,PCA_30,GradientBoostingClassifier,3000,500,bikewale,text_only,0.772,0.8603385053882244
lm__all-distilroberta-v1,PCA_30,GradientBoostingClassifier,4000,500,bikewale,all,0.864,0.9451262838317938
lm__all-distilroberta-v1,PCA_30,GradientBoostingClassifier,4000,500,bikewale,all,0.912,0.9683109309665326
lm__all-distilroberta-v1,PCA_30,GradientBoostingClassifier,4000,500,bikewale,all,0.892,0.9561300682456845
lm__all-distilroberta-v1,PCA_30,GradientBoostingClassifier,4000,500,bikewale,all,0.886,0.9625304956343093
lm__all-distilroberta-v1,PCA_30,GradientBoostingClassifier,4000,500,bikewale,all,0.878,0.9470895653986118
lm__all-distilroberta-v1,PCA_30,GradientBoostingClassifier,4000,500,bikewale,all,0.87,0.9448992039034412
lm__all-distilroberta-v1,PCA_30,GradientBoostingClassifier,4000,500,bikewale,all,0.888,0.959513320746801
lm__all-distilroberta-v1,PCA_30,GradientBoostingClassifier,4000,500,bikewale,text_only,0.792,0.8707932304114722
lm__all-distilroberta-v1,PCA_30,GradientBoostingClassifier,4000,500,bikewale,text_only,0.774,0.8706083083676446
lm__all-distilroberta-v1,PCA_30,GradientBoostingClassifier,4000,500,bikewale,text_only,0.822,0.8999197109594539
lm__all-distilroberta-v1,PCA_30,GradientBoostingClassifier,4000,500,bikewale,text_only,0.81,0.8874470338983051
lm__all-distilroberta-v1,PCA_30,GradientBoostingClassifier,4000,500,bikewale,text_only,0.778,0.858846727263983
lm__all-distilroberta-v1,PCA_30,GradientBoostingClassifier,4000,500,bikewale,text_only,0.782,0.8663488700564973
lm__all-distilroberta-v1,PCA_30,GradientBoostingClassifier,4000,500,bikewale,text_only,0.81,0.895047683593939
lm__all-distilroberta-v1,PCA_30,GradientBoostingClassifier,5000,500,bikewale,all,0.898,0.9670508203281312
lm__all-distilroberta-v1,PCA_30,GradientBoostingClassifier,5000,500,bikewale,all,0.87,0.9493367044854459
lm__all-distilroberta-v1,PCA_30,GradientBoostingClassifier,5000,500,bikewale,all,0.888,0.9512888703760073
lm__all-distilroberta-v1,PCA_30,GradientBoostingClassifier,5000,500,bikewale,all,0.896,0.9640144520272984
lm__all-distilroberta-v1,PCA_30,GradientBoostingClassifier,5000,500,bikewale,all,0.892,0.961209656762295
lm__all-distilroberta-v1,PCA_30,GradientBoostingClassifier,5000,500,bikewale,all,0.88,0.9567030303030303
lm__all-distilroberta-v1,PCA_30,GradientBoostingClassifier,5000,500,bikewale,all,0.89,0.9531772575250836
lm__all-distilroberta-v1,PCA_30,GradientBoostingClassifier,5000,500,bikewale,text_only,0.796,0.8799759903961584
lm__all-distilroberta-v1,PCA_30,GradientBoostingClassifier,5000,500,bikewale,text_only,0.816,0.8935206669760446
lm__all-distilroberta-v1,PCA_30,GradientBoostingClassifier,5000,500,bikewale,text_only,0.806,0.8882551787116102
lm__all-distilroberta-v1,PCA_30,GradientBoostingClassifier,5000,500,bikewale,text_only,0.826,0.910108390204737
lm__all-distilroberta-v1,PCA_30,GradientBoostingClassifier,5000,500,bikewale,text_only,0.804,0.8879034323770492
lm__all-distilroberta-v1,PCA_30,GradientBoostingClassifier,5000,500,bikewale,text_only,0.792,0.8796282828282829
lm__all-distilroberta-v1,PCA_30,GradientBoostingClassifier,5000,500,bikewale,text_only,0.78,0.877230321166248
lm__all-distilroberta-v1,PCA_30,LogisticRegression,500,500,bikewale,all,0.81,0.8797742422030846
lm__all-distilroberta-v1,PCA_30,LogisticRegression,500,500,bikewale,all,0.818,0.9159123009758603
lm__all-distilroberta-v1,PCA_30,LogisticRegression,500,500,bikewale,all,0.842,0.91664
lm__all-distilroberta-v1,PCA_30,LogisticRegression,500,500,bikewale,all,0.848,0.9137906206499303
lm__all-distilroberta-v1,PCA_30,LogisticRegression,500,500,bikewale,all,0.844,0.9064029134780447
lm__all-distilroberta-v1,PCA_30,LogisticRegression,500,500,bikewale,all,0.838,0.9241812544409276
lm__all-distilroberta-v1,PCA_30,LogisticRegression,500,500,bikewale,all,0.814,0.8989000401445202
lm__all-distilroberta-v1,PCA_30,LogisticRegression,500,500,bikewale,text_only,0.726,0.8090140936440746
lm__all-distilroberta-v1,PCA_30,LogisticRegression,500,500,bikewale,text_only,0.762,0.8187917308680019
lm__all-distilroberta-v1,PCA_30,LogisticRegression,500,500,bikewale,text_only,0.73,0.8237599999999999
lm__all-distilroberta-v1,PCA_30,LogisticRegression,500,500,bikewale,text_only,0.752,0.8272132354117665
